/Users/altarazir/Desktop/OCR/Letters/A/A_0.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_1.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_2.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_3.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_4.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_5.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_6.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_7.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_8.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_9.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_10.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_11.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_12.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_13.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_14.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_15.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_16.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_17.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_18.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_19.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_20.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_21.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_22.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_23.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_24.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_25.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_26.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_27.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_28.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_29.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_30.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_31.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_32.png,65,
/Users/altarazir/Desktop/OCR/Letters/A/A_33.png,65,
